Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2014/06/27,MSFT,MSFT,S,BATS,6096
2014/06/30,MSFT,MSFT,S,BATS,13426
2014/07/01,MSFT,MSFT,S,BATS,2759
2014/07/02,MSFT,MSFT,S,BATS,2643
2014/07/03,MSFT,MSFT,S,BATS,4674
2014/07/07,MSFT,MSFT,S,BATS,4426
2014/07/08,MSFT,MSFT,S,BATS,4153
2014/07/09,MSFT,MSFT,S,BATS,3591
2014/07/10,MSFT,MSFT,S,BATS,6570
2014/07/11,MSFT,MSFT,S,BATS,5991
2014/07/14,MSFT,MSFT,S,BATS,6599
2014/07/15,MSFT,MSFT,S,BATS,7600
2014/07/16,MSFT,MSFT,S,BATS,23838
2014/07/17,MSFT,MSFT,S,BATS,24082
2014/07/18,MSFT,MSFT,S,BATS,15588
2014/07/21,MSFT,MSFT,S,BATS,23063
2014/07/22,MSFT,MSFT,S,BATS,27043
2014/07/23,MSFT,MSFT,S,BATS,23581
2014/07/24,MSFT,MSFT,S,BATS,6217
2014/07/25,MSFT,MSFT,S,BATS,9751
2014/07/28,MSFT,MSFT,S,BATS,5820
2014/07/29,MSFT,MSFT,S,BATS,4286
2014/07/30,MSFT,MSFT,S,BATS,6841
2014/07/31,MSFT,MSFT,S,BATS,9786
2014/08/01,MSFT,MSFT,S,BATS,13726
2014/08/04,MSFT,MSFT,S,BATS,5676
2014/08/05,MSFT,MSFT,S,BATS,6250
2014/08/06,MSFT,MSFT,S,BATS,8846
2014/08/07,MSFT,MSFT,S,BATS,4698
2014/08/08,MSFT,MSFT,S,BATS,10198
2014/08/11,MSFT,MSFT,S,BATS,4134
2014/08/12,MSFT,MSFT,S,BATS,6212
2014/08/13,MSFT,MSFT,S,BATS,10917
2014/08/14,MSFT,MSFT,S,BATS,10814
2014/08/15,MSFT,MSFT,S,BATS,18545
2014/08/18,MSFT,MSFT,S,BATS,13890
2014/08/19,MSFT,MSFT,S,BATS,9731
2014/08/20,MSFT,MSFT,S,BATS,7244
2014/08/21,MSFT,MSFT,S,BATS,5885
2014/08/22,MSFT,MSFT,S,BATS,8087
2014/08/25,MSFT,MSFT,S,BATS,2726
2014/08/26,MSFT,MSFT,S,BATS,3496
2014/08/27,MSFT,MSFT,S,BATS,3197
2014/08/28,MSFT,MSFT,S,BATS,2001
2014/08/29,MSFT,MSFT,S,BATS,4310
2014/09/02,MSFT,MSFT,S,BATS,3426
2014/09/03,MSFT,MSFT,S,BATS,4081
2014/09/04,MSFT,MSFT,S,BATS,4513
2014/09/05,MSFT,MSFT,S,BATS,22383
2014/09/08,MSFT,MSFT,S,BATS,9614
2014/09/09,MSFT,MSFT,S,BATS,11225
2014/09/10,MSFT,MSFT,S,BATS,5268
2014/09/11,MSFT,MSFT,S,BATS,4973
2014/09/12,MSFT,MSFT,S,BATS,6117
2014/09/15,MSFT,MSFT,S,BATS,2372
2014/09/16,MSFT,MSFT,S,BATS,13767
2014/09/17,MSFT,MSFT,S,BATS,9380
2014/09/18,MSFT,MSFT,S,BATS,13500
2014/09/19,MSFT,MSFT,S,BATS,42952
2014/09/22,MSFT,MSFT,S,BATS,5730
2014/09/23,MSFT,MSFT,S,BATS,13377
2014/09/24,MSFT,MSFT,S,BATS,4189
2014/09/25,MSFT,MSFT,S,BATS,7208
2014/09/26,MSFT,MSFT,S,BATS,3801
2014/09/29,MSFT,MSFT,S,BATS,3922
