Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2014/04/03,AMZN,AMZN,S,BATS,4864
2014/04/04,AMZN,AMZN,S,BATS,9491
2014/04/07,AMZN,AMZN,S,BATS,5143
2014/04/08,AMZN,AMZN,S,BATS,3568
2014/04/09,AMZN,AMZN,S,BATS,3675
2014/04/10,AMZN,AMZN,S,BATS,8057
2014/04/11,AMZN,AMZN,S,BATS,4165
2014/04/14,AMZN,AMZN,S,BATS,2746
2014/04/15,AMZN,AMZN,S,BATS,2987
2014/04/16,AMZN,AMZN,S,BATS,2820
2014/04/17,AMZN,AMZN,S,BATS,3897
2014/04/21,AMZN,AMZN,S,BATS,2227
2014/04/22,AMZN,AMZN,S,BATS,1805
2014/04/23,AMZN,AMZN,S,BATS,2045
2014/04/24,AMZN,AMZN,S,BATS,8515
2014/04/25,AMZN,AMZN,S,BATS,10481
2014/04/28,AMZN,AMZN,S,BATS,6841
2014/04/29,AMZN,AMZN,S,BATS,3497
2014/04/30,AMZN,AMZN,S,BATS,2308
2014/05/01,AMZN,AMZN,S,BATS,2372
2014/05/02,AMZN,AMZN,S,BATS,3159
2014/05/05,AMZN,AMZN,S,BATS,1255
2014/05/06,AMZN,AMZN,S,BATS,2096
2014/05/07,AMZN,AMZN,S,BATS,3590
2014/05/08,AMZN,AMZN,S,BATS,2267
2014/05/09,AMZN,AMZN,S,BATS,2749
2014/05/12,AMZN,AMZN,S,BATS,1363
2014/05/13,AMZN,AMZN,S,BATS,1239
2014/05/14,AMZN,AMZN,S,BATS,1602
2014/05/15,AMZN,AMZN,S,BATS,3161
2014/05/16,AMZN,AMZN,S,BATS,2915
2014/05/19,AMZN,AMZN,S,BATS,1078
2014/05/20,AMZN,AMZN,S,BATS,2161
2014/05/21,AMZN,AMZN,S,BATS,1125
2014/05/22,AMZN,AMZN,S,BATS,1378
2014/05/23,AMZN,AMZN,S,BATS,2712
2014/05/27,AMZN,AMZN,S,BATS,1959
2014/05/28,AMZN,AMZN,S,BATS,2185
2014/05/29,AMZN,AMZN,S,BATS,1796
2014/05/30,AMZN,AMZN,S,BATS,3592
2014/06/02,AMZN,AMZN,S,BATS,958
2014/06/03,AMZN,AMZN,S,BATS,1046
2014/06/04,AMZN,AMZN,S,BATS,1178
2014/06/05,AMZN,AMZN,S,BATS,12401
2014/06/06,AMZN,AMZN,S,BATS,5556
2014/06/09,AMZN,AMZN,S,BATS,3051
2014/06/10,AMZN,AMZN,S,BATS,3194
2014/06/11,AMZN,AMZN,S,BATS,3859
2014/06/12,AMZN,AMZN,S,BATS,2744
2014/06/13,AMZN,AMZN,S,BATS,3316
2014/06/16,AMZN,AMZN,S,BATS,1644
2014/06/17,AMZN,AMZN,S,BATS,1885
2014/06/18,AMZN,AMZN,S,BATS,7997
2014/06/19,AMZN,AMZN,S,BATS,6386
2014/06/20,AMZN,AMZN,S,BATS,3913
2014/06/23,AMZN,AMZN,S,BATS,1868
2014/06/24,AMZN,AMZN,S,BATS,2135
2014/06/25,AMZN,AMZN,S,BATS,1016
2014/06/26,AMZN,AMZN,S,BATS,1604
2014/06/27,AMZN,AMZN,S,BATS,2491
2014/06/30,AMZN,AMZN,S,BATS,1396
2014/07/01,AMZN,AMZN,S,BATS,4793
2014/07/02,AMZN,AMZN,S,BATS,2575
2014/07/03,AMZN,AMZN,S,BATS,3563
2014/07/07,AMZN,AMZN,S,BATS,2254
2014/07/08,AMZN,AMZN,S,BATS,2595
2014/07/09,AMZN,AMZN,S,BATS,2657
2014/07/10,AMZN,AMZN,S,BATS,2977
2014/07/11,AMZN,AMZN,S,BATS,17878
2014/07/14,AMZN,AMZN,S,BATS,4031
2014/07/15,AMZN,AMZN,S,BATS,2667
2014/07/16,AMZN,AMZN,S,BATS,3771
2014/07/17,AMZN,AMZN,S,BATS,3320
2014/07/18,AMZN,AMZN,S,BATS,6418
2014/07/21,AMZN,AMZN,S,BATS,1292
2014/07/22,AMZN,AMZN,S,BATS,1390
2014/07/23,AMZN,AMZN,S,BATS,1400
2014/07/24,AMZN,AMZN,S,BATS,6825
2014/07/25,AMZN,AMZN,S,BATS,24826
2014/07/28,AMZN,AMZN,S,BATS,4350
2014/07/29,AMZN,AMZN,S,BATS,2340
2014/07/30,AMZN,AMZN,S,BATS,1748
2014/07/31,AMZN,AMZN,S,BATS,5414
2014/08/01,AMZN,AMZN,S,BATS,28697
2014/08/04,AMZN,AMZN,S,BATS,18038
2014/08/05,AMZN,AMZN,S,BATS,10578
2014/08/06,AMZN,AMZN,S,BATS,8958
2014/08/07,AMZN,AMZN,S,BATS,10998
2014/08/08,AMZN,AMZN,S,BATS,21707
2014/08/11,AMZN,AMZN,S,BATS,8791
2014/08/12,AMZN,AMZN,S,BATS,9605
2014/08/13,AMZN,AMZN,S,BATS,32561
2014/08/14,AMZN,AMZN,S,BATS,24080
2014/08/15,AMZN,AMZN,S,BATS,25714
2014/08/18,AMZN,AMZN,S,BATS,11960
